"MouseID","Area","Perim.","Mean","StdDev","Mode","Min","Max","Median","Skew","Kurt","Major","Minor","Angle","Circ.","AR","Round","Solidity","Feret","FeretAngle","MinFeret","IntDen","RawIntDen","TumourCalling"
"84965-2",3.101,7.276,106.071,23.298,119,0,151,112,-1.361,2.606,2.721,1.451,158.016,0.736,1.875,0.533,0.96,2.798,158.405,1.493,328.977,447939,"Ad"
"84965-2",2.154,6.858,82.786,18.282,95,0,144,85,-1.092,3.322,1.936,1.417,144.206,0.575,1.366,0.732,0.891,2.04,140.389,1.539,178.326,242811,"Ad"
"84965-2",4.024,8.973,90.444,23.277,79,0,159,91,-0.254,0.887,2.676,1.914,172.888,0.628,1.398,0.715,0.914,2.796,163.673,1.916,363.94,495544,"Ad"
"84965-2",10.633,14.942,107.655,30.105,125,0,198,115,-1.326,2.471,4.389,3.085,85.022,0.598,1.423,0.703,0.902,4.8,72.588,3.715,1144.7,1558635,"Ad"
"84965-2",5.281,9.23,100.661,22.385,112,0,153,105,-0.941,1.553,2.877,2.337,64.393,0.779,1.231,0.812,0.962,2.874,61.26,2.338,531.616,723854,"Ad"
"84965-2",0.209,2.384,97.915,24.961,56,38,146,99,-0.086,-0.784,0.854,0.311,126.098,0.461,2.746,0.364,0.752,0.923,130.236,0.405,20.423,27808,"Ad"
"84965-2",6.166,12.615,83.733,22.477,95,0,150,87,-0.902,1.656,3.381,2.322,15.566,0.487,1.456,0.687,0.882,3.832,14.331,2.486,516.315,703020,"Ad"
"84965-2",0.248,1.938,98.479,17.52,104,30,141,103,-0.647,0.455,0.635,0.498,155.247,0.831,1.274,0.785,0.897,0.68,175.426,0.529,24.446,33286,"Ad"
"84965-2",12.985,17.036,109.221,34.447,0,0,189,119,-1.345,1.793,4.671,3.539,156.838,0.562,1.32,0.758,0.914,5.615,162.877,4.009,1418.201,1931036,"Ad"
"84965-2",2.438,7.137,81.194,21.506,84,0,160,83,-0.781,3.612,2.036,1.524,41.19,0.601,1.336,0.748,0.926,2.087,29.56,1.534,197.914,269482,"Ad"
"84965-2",5.345,9.347,100.514,22.4,112,0,152,107,-1.625,3.952,2.825,2.409,170.308,0.769,1.173,0.853,0.973,2.856,4.899,2.402,537.263,731542,"Ad"
"84965-2",1.305,5.415,83.177,17.479,93,19,152,83,0.227,0.742,1.487,1.117,6.204,0.559,1.331,0.751,0.932,1.52,168.69,1.138,108.552,147805,"Ad"
"84965-2",1.636,6.897,84.279,18.86,82,0,141,83,0.2,0.661,2.088,0.998,78.201,0.432,2.093,0.478,0.854,2.179,79.249,1.136,137.844,187690,NA
"84965-2",0.202,1.864,87.356,29.255,88,9,148,84,-0.018,-0.582,0.612,0.42,112.497,0.731,1.455,0.687,0.908,0.671,136.637,0.479,17.643,24023,"Ad"
"84965-2",1.273,5.952,74.131,19.84,67,0,149,71,0.651,1.439,1.62,1.001,141.588,0.452,1.618,0.618,0.915,1.697,141.483,1.065,94.405,128543,"Ad"
"84965-2",0.345,3.335,90.098,25.565,84,38,162,86,0.779,-0.064,0.842,0.522,51.944,0.39,1.615,0.619,0.734,1.094,41.987,0.635,31.1,42346,"Ad"
"84965-2",2.261,5.862,91.061,20.193,91,0,157,94,-1.117,4.002,1.889,1.524,1.867,0.827,1.24,0.807,0.968,1.935,11.31,1.545,205.849,280286,"Ad"
"84965-2",2.947,8.861,87.68,28.366,91,0,162,89,-0.748,2.06,2.286,1.641,50.815,0.472,1.393,0.718,0.937,2.422,58.266,1.686,258.415,351861,"Ad"
"84965-2",4.757,11.408,82.888,33.755,0,0,166,86,-0.536,0.43,3.186,1.901,29.92,0.459,1.676,0.597,0.883,3.449,30.192,2.111,394.288,536867,"nAd"
"84965-2",2.39,6.6,92.519,23.393,104,0,159,95,-0.935,3.038,2.089,1.456,161.233,0.69,1.435,0.697,0.956,2.16,160.201,1.497,221.103,301056,"Ad"
"84965-2",2.119,6.261,88.372,24.073,98,0,158,92,-0.845,1.467,2.114,1.276,1.297,0.679,1.657,0.603,0.922,2.266,173.13,1.437,187.245,254954,"Ad"
"84965-2",0.297,2.448,79.49,15.641,64,19,126,79,0.485,0.762,0.819,0.461,39.294,0.622,1.775,0.563,0.852,0.902,48.652,0.517,23.585,32114,"Ad"
"84965-2",0.566,3.204,80.473,14.398,77,34,129,80,0.331,0.679,0.903,0.797,0.701,0.692,1.132,0.883,0.897,0.999,167.471,0.813,45.508,61964,"Ad"
"84965-2",0.835,4.3,82.337,25.696,79,0,152,82,-0.698,1.886,1.257,0.846,158.313,0.568,1.487,0.672,0.857,1.387,167.593,1.003,68.755,93617,"Ad"
"84965-2",2.344,6.661,83.287,23.63,85,0,152,83,-0.705,2.327,1.886,1.583,39.438,0.664,1.191,0.839,0.917,1.974,8.686,1.64,195.248,265852,"Ad"
"84965-2",1.758,6.734,83.59,27.808,77,0,149,85,-0.838,1.317,1.638,1.366,114.598,0.487,1.199,0.834,0.921,1.723,114.146,1.416,146.969,200115,"Ad"
"84965-2",2.598,8.544,76.962,25.793,85,0,156,79,-0.637,1.97,2.388,1.385,119.935,0.447,1.724,0.58,0.86,2.703,111.161,1.61,199.92,272213,"Ad"
"84965-2",2.183,6.817,86.795,24.544,77,0,155,87,-0.758,2.146,1.916,1.45,13.518,0.59,1.321,0.757,0.925,2.068,5.262,1.518,189.449,257955,"Ad"
"84965-2",1.359,5.512,79.968,21.004,77,0,158,78,0.364,3.209,1.466,1.18,7.971,0.562,1.242,0.805,0.885,1.595,20.898,1.247,108.71,148020,"Ad"
"84965-2",2.295,10.964,79.909,31.708,88,0,157,84,-0.422,-0.171,2.311,1.264,172.696,0.24,1.828,0.547,0.834,2.61,167.407,1.408,183.398,249717,"Ad"
"84965-2",6.292,10.716,106.151,24.476,126,0,158,109,-0.504,-0.002,3.301,2.427,12.548,0.689,1.361,0.735,0.95,3.503,8.005,2.466,667.884,909398,"Ad"
"84965-2",0.326,3.594,80.613,20.716,72,12,149,79,0.307,0.475,0.814,0.51,134.988,0.317,1.596,0.627,0.728,1.003,141.582,0.671,26.287,35792,"Ad"
"84965-2",2.855,7.513,97.838,19.651,103,31,154,102,-0.459,-0.113,2.279,1.595,15.94,0.636,1.429,0.7,0.915,2.526,3.691,1.648,279.37,380393,"Ad"
"84965-2",0.959,5.92,83.157,19.25,64,12,135,84,-0.161,-0.215,1.648,0.741,10.835,0.344,2.223,0.45,0.845,1.818,10.305,0.858,79.761,108603,"nAd"
"84965-2",0.686,3.982,78.622,24.774,77,0,146,76,-0.271,1.875,1.012,0.863,38.752,0.543,1.172,0.853,0.848,1.22,36.87,0.919,53.931,73433,"Ad"
"84965-2",1.754,7.034,79.544,26.917,77,0,154,81,-0.66,1.445,1.511,1.478,119.502,0.445,1.022,0.979,0.9,1.714,140.774,1.491,139.504,189950,"Ad"
"84965-2",0.681,3.766,71.724,14.938,67,32,147,69,1.828,5.102,0.987,0.878,166.914,0.603,1.125,0.889,0.943,1.032,150.068,0.894,48.83,66488,"Ad"
"84965-2",2.469,7.554,79.108,23.497,79,0,164,80,-0.117,2.429,1.937,1.623,164.957,0.544,1.194,0.838,0.882,2.174,22.73,1.668,195.329,265962,"Ad"
"84965-2",0.522,3.425,85.076,20.62,89,17,157,82,1.154,1.874,0.922,0.721,163.655,0.56,1.279,0.782,0.852,1.003,161.075,0.813,44.425,60489,NA
"84966-0",0.663,3.482,98.662,17.164,102,50,140,101,-0.309,-0.433,1.161,0.728,108.582,0.688,1.594,0.627,0.906,1.213,105.018,0.773,65.46,80212,"nAd"
"84966-0",1.338,5.173,79.513,24.747,88,0,156,83,-1.231,3.625,1.429,1.192,73.761,0.628,1.199,0.834,0.887,1.546,73.909,1.331,106.354,130322,"Ad"
"84966-0",0.597,3.495,91.087,9.359,90,48,140,92,-0.217,2.859,1.345,0.566,169.185,0.615,2.378,0.42,0.848,1.374,163.072,0.645,54.413,66676,"Ad"
"84966-0",0.341,2.587,101.895,18.949,121,48,135,107,-0.414,-1.002,0.933,0.465,26.107,0.64,2.006,0.499,0.884,1.077,21.801,0.544,34.759,42592,"Ad"
"84966-0",2.921,9.324,75.93,21.107,70,0,151,79,-1.553,4.835,2.595,1.433,63.852,0.422,1.811,0.552,0.868,2.594,64.564,1.613,221.775,271754,"Ad"
"84966-0",3.738,7.851,94.843,23.704,115,0,146,98,-1.634,4.319,2.522,1.887,9.886,0.762,1.337,0.748,0.974,2.569,8.31,1.889,354.494,434383,"Ad"
"84966-0",0.712,3.953,75.162,9.8,76,0,108,76,-0.567,3.708,1.115,0.812,172.804,0.572,1.373,0.728,0.821,1.238,161.147,0.92,53.487,65541,"Ad"
"84966-0",0.376,2.6,94.304,10.987,103,0,140,95,-1.401,12.98,0.942,0.508,4.335,0.699,1.853,0.54,0.917,0.94,19.537,0.514,35.479,43474,"Ad"
"84966-0",1.307,5.579,72.8,16.094,70,32,154,70,1.911,5.818,1.921,0.866,153.103,0.528,2.217,0.451,0.867,2.161,155.807,0.994,95.117,116553,"nAd"
"84966-0",0.304,2.608,69.204,8.342,70,41,86,70,-0.213,-0.475,1.04,0.372,29.25,0.561,2.8,0.357,0.809,1.024,22.989,0.42,21.009,25744,"nAd"
"84966-0",1.207,5.048,82.912,24.028,79,0,149,83,-0.213,1.275,1.397,1.1,125.768,0.595,1.27,0.788,0.844,1.531,143.344,1.239,100.074,122627,"nAd"
"84966-0",0.65,3.132,130.26,21.891,136,52,174,135,-0.95,0.67,0.948,0.874,99.325,0.833,1.085,0.921,0.923,1,126.87,0.907,84.724,103817,NA
"84966-0",3.43,8.454,81.092,22.295,78,0,157,83,-1.458,4.542,2.412,1.811,156.623,0.603,1.332,0.751,0.934,2.435,148.921,1.878,278.147,340830,"Ad"
"84966-0",0.964,4.411,87.995,16.288,84,44,147,88,0.247,0.063,1.533,0.801,144.328,0.622,1.914,0.522,0.908,1.571,143.13,0.84,84.809,103922,"Ad"
"84966-0",4.641,10.914,83.124,29.765,0,0,167,86,-0.893,2.213,2.616,2.259,41.87,0.49,1.158,0.864,0.887,3.03,44.236,2.475,385.787,472728,"Ad"
"84966-0",3.815,9.526,90.712,18.859,100,0,155,92,-0.42,2.185,3.257,1.491,14.407,0.528,2.184,0.458,0.909,3.289,11.017,1.58,346.084,424078,"Ad"
"84966-0",2.444,7.677,88.179,25.016,86,0,160,91,-1.147,3.389,2.516,1.237,151.145,0.521,2.034,0.492,0.87,2.882,140.631,1.267,215.524,264095,"Ad"
"84966-0",1.563,6.327,97.565,19.904,105,0,161,99,-0.537,4.056,1.79,1.112,10.985,0.491,1.611,0.621,0.892,1.94,13.627,1.171,152.475,186837,"Ad"
"84966-0",1.43,5.449,97.383,25.99,100,0,161,100,-0.549,1.041,1.523,1.195,122.556,0.605,1.275,0.784,0.882,1.783,125.218,1.309,139.237,170615,"Ad"
"84966-0",5.597,10.716,94.649,23.636,92,0,166,97,-1.029,3.558,3.889,1.832,2.386,0.612,2.123,0.471,0.95,3.973,170.064,1.851,529.726,649105,"Ad"
"84966-0",0.246,1.981,92.116,13.36,97,52,114,95,-0.783,-0.041,0.652,0.48,44.835,0.786,1.358,0.737,0.905,0.707,43.363,0.525,22.628,27727,NA
"84966-0",10.355,14.492,98.239,22.551,105,0,158,102,-1.366,3.405,4.546,2.9,142.809,0.62,1.568,0.638,0.935,4.834,142.927,3.166,1017.295,1246553,"Ad"
"84966-0",0.311,2.49,95.593,20.841,98,46,153,95,0.241,-0.131,0.643,0.616,17.308,0.63,1.043,0.958,0.883,0.734,13.496,0.628,29.723,36421,"nAd"
"84966-1",15.967,16.759,104.905,28.426,130,0,209,114,-1.329,2.322,4.798,4.237,148.282,0.714,1.132,0.883,0.968,5.435,149.504,4.347,1675.067,2029176,"Ad"
"84966-1",12.195,16.154,116.223,26.374,134,0,175,126,-1.183,0.8,4.282,3.626,143.627,0.587,1.181,0.847,0.939,5.082,156.334,4.2,1417.339,1716964,"Ad"
"84966-1",1.639,5.279,88.149,21.128,109,0,154,88,-0.455,1.138,1.683,1.239,9.126,0.739,1.358,0.736,0.926,1.764,173.454,1.275,144.44,174975,"Ad"
"84966-1",6.157,11.866,91.412,25.563,121,0,189,93,-0.683,1.182,3.347,2.342,168.562,0.549,1.429,0.7,0.948,3.525,160.974,2.401,562.776,681747,"Ad"
"84966-1",4.178,10.732,79.916,26.786,85,0,157,81,-0.549,1.122,3.348,1.589,27.183,0.456,2.107,0.475,0.855,3.559,21.801,1.813,333.876,404457,"Ad"
"84966-1",6.879,11.002,101.244,22.156,125,18,151,106,-0.547,-0.581,3.86,2.269,93.788,0.714,1.701,0.588,0.961,3.928,84.123,2.356,696.437,843664,"Ad"
"84966-1",5.46,9.658,86.487,25.47,0,0,155,89,-1.109,2.31,2.945,2.36,137.124,0.736,1.248,0.801,0.97,2.971,127.535,2.336,472.2,572023,"Ad"
"84966-1",2.522,6.709,89.264,23.03,87,0,155,90,-0.889,3.134,2.004,1.602,167.836,0.704,1.251,0.799,0.964,2.046,169.479,1.638,225.113,272702,"Ad"
"84966-1",3.157,9.644,79.263,20.243,75,0,151,80,-0.824,2.814,2.247,1.789,32.334,0.427,1.256,0.796,0.923,2.396,22.567,1.884,250.209,303103,"Ad"
"84966-1",8.498,13.314,102.55,26.207,126,0,153,107,-1.214,2.217,3.813,2.838,163.294,0.602,1.344,0.744,0.947,4.14,158.42,2.988,871.431,1055651,"Ad"
"84966-1",20.099,20.28,99.524,24.358,123,0,159,105,-0.974,1.253,6.606,3.874,5.71,0.614,1.705,0.586,0.967,6.869,10.605,3.963,2000.333,2423203,"Ad"
"84966-1",0.331,2.95,88.07,25.43,70,44,156,83,0.815,0.065,0.796,0.529,1.23,0.478,1.504,0.665,0.796,0.927,29.745,0.546,29.153,35316,"nAd"
"84966-1",0.204,2.463,89.591,26.843,92,42,154,85,0.616,-0.524,0.767,0.339,42.473,0.422,2.265,0.441,0.745,0.96,51.072,0.442,18.267,22129,"nAd"
"84966-1",4.373,10.869,85.792,29.977,77,0,158,87,-0.307,0.053,3.014,1.848,23.363,0.465,1.631,0.613,0.896,3.419,24.842,2.018,375.207,454526,"nAd"
"84966-1",3.746,7.578,95.4,26.609,93,0,155,97,-1.102,2.256,2.319,2.057,159.379,0.82,1.127,0.887,0.964,2.407,156.801,2.097,357.375,432924,"Ad"
"84966-1",6.948,10.57,103.334,24.076,128,0,151,108,-1.249,2.571,3.193,2.771,30.155,0.782,1.152,0.868,0.965,3.382,28.96,2.844,717.98,869761,"Ad"
"84966-1",5.412,10.221,94.37,21.907,110,0,150,99,-1.265,3.138,3.613,1.907,24.092,0.651,1.895,0.528,0.956,3.614,23.916,1.923,510.722,618689,"Ad"
"84966-1",0.251,2.074,81.931,10.78,85,31,102,84,-1.227,2.512,0.748,0.427,178.674,0.733,1.749,0.572,0.912,0.774,164.932,0.46,20.561,24907,"Ad"
"84966-1",0.327,2.5,84.396,23.547,79,42,150,78,1.122,0.546,0.796,0.523,59.931,0.657,1.522,0.657,0.891,0.972,55.84,0.587,27.589,33421,"nAd"
"84966-1",0.47,3.32,84.578,20.996,73,36,147,80,0.502,-0.51,0.885,0.676,4.084,0.536,1.308,0.764,0.891,0.935,169.38,0.718,39.727,48125,"nAd"
"84966-1",5.505,13.613,81.755,31.628,0,0,215,83,-0.359,0.5,3.38,2.074,153.016,0.373,1.63,0.613,0.791,3.649,139.79,2.4,450.079,545226,"nAd"
"84966-1",0.424,3.597,90.944,21.735,96,16,139,92,-0.217,-0.353,0.843,0.641,58.725,0.412,1.315,0.761,0.741,1.08,64.799,0.767,38.588,46745,"nAd"
"84966-1",2.195,5.957,89.387,19.632,81,33,153,88,0.251,0.062,1.778,1.572,111.228,0.777,1.131,0.884,0.944,1.948,142.792,1.534,196.202,237679,"Ad"
"84966-1",0.636,3.36,81.964,33.313,0,0,157,85,-0.781,0.666,1.041,0.778,23.563,0.708,1.338,0.747,0.876,1.192,15.376,0.845,52.166,63194,"Ad"
"84966-1",0.239,2.03,92.859,13.614,97,55,122,95,-0.464,-0.012,0.738,0.413,45.024,0.73,1.788,0.559,0.888,0.814,42.138,0.447,22.23,26929,"Ad"
"84966-1",2.352,6.581,80.994,20.073,79,0,155,79,0.379,1.614,1.986,1.507,70.026,0.682,1.318,0.759,0.931,2.156,68.908,1.66,190.485,230753,"Ad"
"84966-1",12.847,17.367,106.529,27.613,131,0,156,114,-1.339,2.092,5.13,3.189,36.044,0.535,1.609,0.622,0.927,5.298,17.354,3.252,1368.593,1657913,"Ad"
"84966-1",2.707,8.862,81.522,21.684,96,0,140,82,-1.054,2.85,2.386,1.445,167.202,0.433,1.651,0.606,0.904,2.615,167.949,1.535,220.663,267311,"Ad"
"84966-1",0.731,3.43,74.839,14.616,67,0,144,73,0.675,3.778,1.066,0.873,12.441,0.781,1.221,0.819,0.94,1.11,21.251,0.862,54.736,66307,"Ad"
"84966-1",0.537,2.876,69.609,10.84,70,8,138,69,1.263,10.547,0.899,0.76,2.972,0.815,1.184,0.844,0.925,0.977,24.305,0.75,37.35,45246,"Ad"
"84966-1",4.52,10.696,87.446,31.837,0,0,157,92,-0.938,0.829,2.753,2.09,157.415,0.497,1.317,0.759,0.844,3.156,169.509,2.441,395.292,478857,"Ad"
"84966-1",0.22,1.909,86.323,15.055,102,52,110,91,-0.673,-0.778,0.558,0.501,125.189,0.758,1.114,0.897,0.868,0.638,125.838,0.514,18.955,22962,"Ad"
"84966-1",9.075,14.183,94.007,24.034,93,0,151,96,-1.305,3.017,5.637,2.05,174.115,0.567,2.75,0.364,0.961,5.652,172.405,2.158,853.156,1033513,"Ad"
"84966-1",2.653,6.557,96.605,22.021,112,0,147,100,-1.34,3.398,1.957,1.726,0.186,0.776,1.134,0.882,0.956,2.018,19.983,1.753,256.306,310489,"Ad"
"84966-1",0.789,4.334,98.058,20.45,105,0,148,101,-0.623,2.258,1.363,0.737,149.186,0.528,1.849,0.541,0.813,1.419,158.629,0.874,77.384,93743,"Ad"
"84966-1",7.708,11.791,98.963,21.97,112,0,147,102,-0.75,0.428,3.413,2.876,40.491,0.697,1.187,0.843,0.953,3.684,35.797,3.033,762.847,924113,"Ad"
"84966-1",1.288,5.867,88.527,22.581,92,0,145,90,-1.351,4.492,1.487,1.103,6.379,0.47,1.348,0.742,0.924,1.587,5.194,1.121,114.002,138102,"Ad"
"84966-1",4.594,9.595,92.557,25.093,92,0,146,96,-1.43,2.94,3.116,1.877,168.416,0.627,1.66,0.602,0.949,3.194,171.724,1.913,425.192,515077,"Ad"
"84966-1",3.545,8.367,89.605,20.068,99,0,146,94,-1.211,2.921,2.973,1.518,14.108,0.636,1.958,0.511,0.93,3.123,12.758,1.649,317.692,384852,"Ad"
"84966-1",1.852,5.863,91.667,26.612,96,0,151,95,-1.339,2.877,1.808,1.305,6.266,0.677,1.386,0.722,0.953,1.847,174.644,1.293,169.804,205700,"Ad"
"84966-1",1.275,6.661,98.335,18.153,111,21,134,101,-0.787,0.401,2.126,0.764,3.013,0.361,2.784,0.359,0.887,2.193,5.262,0.804,125.415,151928,"Ad"
"84966-1",2.926,8.01,85.776,26.414,0,0,152,88,-0.84,1.357,3.127,1.192,13.788,0.573,2.624,0.381,0.918,3.145,5.242,1.284,251.012,304076,"Ad"
"84966-1",2.243,7.182,82.378,25.877,0,0,154,86,-1.339,2.684,2.791,1.023,12.689,0.546,2.729,0.367,0.93,2.825,9.367,1.095,184.763,223822,"Ad"
"84966-1",4.08,8.899,94.889,19.85,115,0,147,96,-1.029,2.592,3.463,1.5,147.901,0.647,2.309,0.433,0.959,3.482,146.441,1.554,387.183,469034,"Ad"
"84966-1",2.24,6.255,83.803,16.141,92,0,145,84,-0.108,1.01,1.889,1.51,16.468,0.719,1.251,0.799,0.948,1.967,25.067,1.55,187.681,227357,"Ad"
"84966-1",2.347,6.473,84.909,22.45,92,0,155,88,-1.148,3.062,1.776,1.682,0.949,0.704,1.056,0.947,0.925,1.858,148.276,1.762,199.269,241395,"Ad"
"84966-1",0.647,3.444,84.754,12.743,90,42,138,86,-0.098,0.946,1.029,0.8,153.342,0.686,1.286,0.778,0.937,1.036,160.56,0.814,54.851,66447,"Ad"
"84966-1",0.381,2.344,113.245,14.667,122,33,142,117,-1.5,3.274,0.797,0.609,63.618,0.872,1.309,0.764,0.949,0.862,53.13,0.632,43.189,52319,"nAd"
"84966-2",0.907,5.52,84.356,24.969,107,0,129,87,-0.769,0.484,1.683,0.686,142.533,0.374,2.454,0.407,0.77,1.849,143.746,0.851,76.476,123835,"nAd"
"84966-2",1.449,6.403,86.387,31.648,80,0,150,84,-0.107,-0.555,1.926,0.958,117.324,0.444,2.01,0.498,0.872,2.055,122.152,1.072,125.212,202751,"nAd"
"84966-2",1.232,5.458,84.694,23.165,83,0,142,87,-0.704,1.079,1.56,1.006,29.904,0.52,1.551,0.645,0.877,1.744,40.956,1.106,104.347,168965,"nAd"
"84966-2",0.275,2.836,66.691,10.519,64,35,92,66,0.109,-0.662,0.783,0.448,6.885,0.43,1.747,0.572,0.778,0.849,20.556,0.546,18.369,29744,"nAd"
"84966-2",1.044,6.878,72.178,30.96,0,0,143,76,-0.646,0.027,1.231,1.079,25.213,0.277,1.141,0.876,0.742,1.413,39.289,1.332,75.331,121980,"nAd"
"84966-2",0.207,3.064,84.937,18.856,85,40,123,85,-0.062,-0.86,0.63,0.418,1.151,0.277,1.509,0.663,0.641,0.905,15.945,0.497,17.572,28454,"nAd"
"84966-2",0.248,3.196,80.607,20.435,74,33,130,80,0.179,-0.654,0.63,0.501,21.622,0.305,1.257,0.795,0.69,0.844,13.627,0.603,20.012,32404,"nAd"
"84966-2",4.359,16.716,67.107,24.49,67,0,130,69,-0.567,0.231,3.04,1.826,10.285,0.196,1.665,0.601,0.724,3.708,172.684,2.402,292.546,473708,"nAd"
"84966-2",0.245,2.912,83.606,22.229,86,1,139,83,-0.04,-0.094,0.857,0.363,156.779,0.362,2.359,0.424,0.719,1.062,163.686,0.481,20.446,33108,"nAd"
"84966-2",0.206,2.786,74.82,16.764,72,24,123,75,0.075,-0.076,0.68,0.386,134.422,0.334,1.759,0.568,0.607,0.835,157.249,0.567,15.433,24990,"nAd"
"84966-2",0.277,3.108,78.145,16.761,69,42,115,78,0.083,-0.934,0.817,0.432,2.831,0.361,1.889,0.529,0.771,1.022,175.815,0.522,21.669,35087,"nAd"
"84966-2",0.445,3.761,87.925,21.588,97,28,141,89,-0.067,-0.779,1.119,0.506,3.829,0.395,2.21,0.452,0.764,1.336,9.638,0.642,39.096,63306,"nAd"
"85122-0",5.005,10.54,88.632,21.337,102,0,166,90,-0.965,3.862,3.434,1.856,3.102,0.566,1.85,0.541,0.943,3.582,176.451,1.951,443.643,577703,"Ad"
"85122-0",2.92,8.566,89.794,19.236,89,0,143,93,-1.396,3.752,2.677,1.389,143.249,0.5,1.927,0.519,0.871,2.702,154.486,1.631,262.242,341486,"Ad"
"85122-0",0.932,5.447,71.461,8.231,73,51,93,71,0.074,-0.633,1.276,0.93,88.914,0.395,1.372,0.729,0.833,1.349,80.538,1.06,66.567,86682,"Ad"
"85122-0",2.732,8.034,86.503,23.327,78,0,146,89,-1.298,3.283,2.492,1.396,172.933,0.532,1.785,0.56,0.931,2.571,172.569,1.41,236.356,307778,"Ad"
"85122-0",0.213,1.808,85.664,11.622,85,53,107,87,-0.566,-0.408,0.579,0.468,81.451,0.817,1.238,0.808,0.888,0.643,97.431,0.525,18.223,23729,NA
"85122-0",2.361,7.666,74.23,17.48,87,0,147,75,-1.27,5.668,2.018,1.49,24.457,0.505,1.354,0.739,0.895,2.262,17.103,1.61,175.288,228256,"Ad"
"85122-0",2.377,6.086,82.162,20.407,90,0,157,85,-1.208,5.121,1.841,1.643,23.186,0.806,1.12,0.893,0.953,1.878,21.644,1.69,195.28,254290,"Ad"
"85122-0",26.745,24.307,101.266,30.415,135,0,158,107,-1.221,1.872,6.438,5.29,86.419,0.569,1.217,0.822,0.92,7.19,54.411,5.3,2708.388,3526805,"Ad"
"85122-0",5.481,11.284,90.355,18.394,104,0,129,94,-2.009,7.129,3.553,1.964,11.638,0.541,1.809,0.553,0.958,3.679,11.733,2.012,495.22,644865,"Ad"
"85122-0",13.259,18.133,82.191,18.083,84,0,146,83,-0.446,0.229,4.328,3.901,45.927,0.507,1.109,0.901,0.923,5.144,32.234,4.114,1089.803,1419118,"Ad"
"85122-0",1.258,4.863,76.35,12.09,75,20,105,77,-0.513,0.61,1.387,1.155,43.252,0.668,1.201,0.833,0.897,1.427,97.815,1.226,96.04,125061,"nAd"
"85122-0",2.011,7.526,74.54,11.969,75,30,138,74,0.251,0.544,2.158,1.187,29.115,0.446,1.819,0.55,0.847,2.262,36.027,1.357,149.917,195219,"nAd"
"85122-0",0.42,2.709,79.879,10.57,77,47,101,80,-0.195,-0.52,0.881,0.607,117.409,0.72,1.453,0.688,0.902,0.944,139.764,0.626,33.555,43694,"nAd"
"85122-0",0.832,4.706,78.138,12.079,80,0,141,78,0.999,5.588,1.08,0.981,122.062,0.472,1.101,0.908,0.85,1.19,155.225,1.081,64.986,84623,"Ad"
"85122-0",0.254,2.249,83.532,13.95,87,45,110,84,-0.31,-0.471,0.762,0.424,130.108,0.632,1.796,0.557,0.809,0.776,124.824,0.508,21.233,27649,"nAd"
"85122-0",1.855,6.281,84.942,15.939,82,0,139,84,-0.25,2.813,2.46,0.96,179.421,0.591,2.563,0.39,0.931,2.394,5.315,1.025,157.533,205136,"Ad"
"85122-0",4.562,11.673,89.954,23.794,107,0,157,93,-0.47,0.344,3.639,1.596,168.354,0.421,2.279,0.439,0.891,4.064,171.373,1.743,410.402,534417,"Ad"
"85122-0",3.203,8.495,83.4,22.708,86,0,164,85,-0.86,3.324,2.474,1.649,5.07,0.558,1.5,0.667,0.902,2.538,10.697,1.675,267.138,347862,"Ad"
"85122-0",5.017,11.733,87.918,22.731,82,0,151,89,-0.654,1.655,4.021,1.589,3.58,0.458,2.531,0.395,0.92,4.197,7.97,1.675,441.083,574369,"Ad"
"85122-0",2.876,8.573,84.781,20.581,80,0,144,85,-0.86,3.571,2.115,1.731,177.446,0.492,1.221,0.819,0.905,2.419,175.4,1.801,243.826,317505,"nAd"
"85122-0",1.264,5.175,94.101,18.602,94,43,140,94,0.253,-0.439,1.816,0.886,177.546,0.593,2.048,0.488,0.928,1.846,172.235,0.914,118.947,154890,"nAd"
"85633-1",0.499,3.138,114.968,32.432,154,34,176,117,-0.23,-1.066,1.132,0.561,79.93,0.637,2.018,0.495,0.874,1.175,82.875,0.619,57.348,67486,"nAd"
"85633-1",10.172,12.952,95.354,21.54,110,0,162,99,-0.551,1.338,4.065,3.186,28.601,0.762,1.276,0.784,0.95,4.111,29.291,3.21,969.914,1141383,"Ad"
"85633-1",1.796,5.434,76.859,17.924,67,0,150,74,0.484,2.533,1.624,1.408,19.91,0.764,1.153,0.867,0.961,1.651,20.674,1.424,138.005,162403,"Ad"
"85633-1",11.66,13.302,112.691,21.3,131,0,157,117,-1.425,3.364,4.043,3.672,128.963,0.828,1.101,0.908,0.978,4.158,162.454,3.677,1313.941,1546230,"Ad"
"85633-1",7.927,11.789,92.419,26.226,105,0,191,94,-0.513,1.474,3.439,2.935,21.498,0.717,1.172,0.853,0.961,3.564,15.173,3.048,732.573,862083,"Ad"
"85633-1",0.786,4.373,83.638,17.243,84,4,124,86,-0.577,0.635,1.032,0.97,40.022,0.516,1.064,0.94,0.925,1.11,60.068,1.006,65.742,77365,"Ad"
"85633-1",0.367,2.723,72.729,27.822,59,0,135,68,0.208,-0.497,0.827,0.565,151.253,0.622,1.463,0.684,0.836,0.956,127.569,0.639,26.699,31419,"nAd"
